Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Biodegradation Time (days),Recyclability (%),Recycled Content (%),Reusability (%),End-of-Life Disposal (%),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Region,Supplier Sustainability Compliance (%),Packaging Type,Suitable Product Categories,Recommended Packaging Use Cases,Recyclability Category
0.78,0.5,291.0,100.0,82.0,53.0,5.0,60.0,93.0,5.0,3.0,3.0,2.81,97201.0,880.0,LATAM,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.18,1.49,25244.0,95.0,48.0,96.0,11.0,79.0,82.0,7.0,8.0,7.0,14.41,49673.0,995.0,AMERICAS,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.52,332.0,97.0,76.0,51.0,6.0,62.0,86.0,5.0,5.0,4.0,2.94,102220.0,740.0,EU,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.47,40050.0,88.0,50.0,96.0,11.0,80.0,90.0,8.0,7.0,6.0,15.25,50106.0,1088.0,LATAM,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.5,242.0,99.0,81.0,52.0,5.0,60.0,90.0,5.0,3.0,4.0,3.14,103063.0,782.0,AMERICAS,88.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.2,1.55,32911.0,85.0,50.0,97.0,10.0,81.0,90.0,9.0,8.0,7.0,14.55,46054.0,1003.0,EU,100.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.78,0.51,169.0,98.0,77.0,46.0,4.0,60.0,87.0,6.0,3.0,3.0,2.82,96624.0,825.0,ROW,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.46,30911.0,90.0,50.0,95.0,10.0,79.0,85.0,8.0,8.0,7.0,14.68,52156.0,1010.0,APAC,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.85,0.49,197.0,96.0,78.0,50.0,5.0,60.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,AMERICAS,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.46,42997.0,92.0,48.0,99.0,11.0,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,ROW,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.5,157.0,100.0,78.0,47.0,5.0,61.0,90.0,5.0,3.0,5.0,2.77,100871.0,847.0,EU,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.06,1.4,33532.0,88.0,47.0,93.0,10.0,81.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,AMERICAS,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.53,209.0,99.0,81.0,50.0,6.0,60.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,ROW,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.52,76964.0,90.0,49.0,94.0,10.0,75.0,82.0,7.0,8.0,7.0,14.65,49673.0,998.0,EMEA,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.5,154.0,94.0,79.0,48.0,5.0,59.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,APAC,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.12,1.55,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,LATAM,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.51,332.0,97.0,76.0,51.0,6.0,62.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,AMERICAS,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.53,40050.0,88.0,50.0,96.0,11.0,80.0,90.0,8.0,7.0,7.0,15.25,50106.0,1088.0,EU,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.5,291.0,99.0,82.0,53.0,5.0,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,ROW,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.5,25244.0,95.0,48.0,96.0,11.0,78.0,82.0,7.0,8.0,6.0,14.41,49673.0,995.0,APAC,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.53,169.0,98.0,77.0,46.0,4.0,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,LATAM,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.48,33532.0,88.0,47.0,97.0,10.0,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,AMERICAS,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.77,0.47,197.0,96.0,78.0,50.0,5.0,60.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,EU,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.2,1.37,30911.0,90.0,50.0,95.0,11.0,81.0,85.0,9.0,9.0,7.0,14.68,52156.0,1010.0,ROW,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.76,0.5,157.0,100.0,78.0,47.0,5.0,60.0,90.0,5.0,3.0,4.0,2.77,100871.0,847.0,AMERICAS,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.18,1.42,40050.0,94.0,50.0,96.0,11.0,79.0,90.0,7.0,7.0,7.0,15.25,50106.0,1088.0,EU,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.85,0.53,154.0,94.0,79.0,48.0,5.0,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,ROW,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.18,1.52,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,AMERICAS,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.5,332.0,97.0,76.0,51.0,6.0,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,EU,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.48,42997.0,92.0,48.0,99.0,10.0,76.0,82.0,8.0,7.0,7.0,14.94,48860.0,978.0,ROW,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.78,0.51,291.0,99.0,82.0,53.0,5.0,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,AMERICAS,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.5,33532.0,88.0,47.0,97.0,10.0,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,EU,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.77,0.48,197.0,96.0,78.0,50.0,5.0,61.0,83.0,6.0,3.0,5.0,3.87,96646.0,743.0,ROW,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.19,1.46,76964.0,90.0,49.0,94.0,10.0,75.0,82.0,8.0,8.0,7.0,14.65,49673.0,998.0,AMERICAS,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.51,169.0,100.0,77.0,46.0,4.0,62.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,EU,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.14,1.43,25244.0,95.0,48.0,96.0,11.0,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,ROW,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.85,0.5,154.0,98.0,79.0,48.0,5.0,59.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,AMERICAS,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.46,30911.0,90.0,50.0,95.0,10.0,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,EU,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.5,157.0,100.0,78.0,47.0,5.0,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,ROW,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.42,40050.0,88.0,50.0,96.0,11.0,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,AMERICAS,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.53,242.0,99.0,81.0,52.0,5.0,60.0,90.0,4.0,4.0,5.0,3.14,103063.0,782.0,EU,88.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.18,1.4,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,ROW,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.52,291.0,100.0,82.0,53.0,5.0,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,AMERICAS,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.06,1.47,33532.0,87.0,47.0,97.0,10.0,81.0,91.0,9.0,7.0,7.0,14.4,51174.0,959.0,EU,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.5,332.0,97.0,76.0,51.0,6.0,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,ROW,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.22,1.52,42997.0,92.0,48.0,99.0,11.0,78.0,82.0,7.0,7.0,7.0,14.94,48860.0,978.0,AMERICAS,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.85,0.49,197.0,96.0,78.0,50.0,5.0,61.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,EU,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.44,76964.0,90.0,49.0,94.0,10.0,83.0,82.0,8.0,7.0,7.0,14.65,49673.0,998.0,ROW,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.78,0.52,169.0,100.0,77.0,46.0,4.0,61.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,AMERICAS,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.5,25244.0,95.0,48.0,96.0,11.0,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,EU,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.51,154.0,98.0,79.0,48.0,5.0,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,ROW,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.2,1.54,30911.0,90.0,50.0,95.0,10.0,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,AMERICAS,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.76,0.53,157.0,100.0,78.0,47.0,5.0,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,EU,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.13,1.45,40050.0,88.0,50.0,96.0,11.0,79.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,ROW,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.8,0.51,242.0,99.0,81.0,52.0,5.0,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,AMERICAS,88.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.12,1.46,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,EU,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.51,291.0,100.0,82.0,53.0,5.0,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,ROW,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.53,33532.0,87.0,47.0,97.0,10.0,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,AMERICAS,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.52,332.0,97.0,76.0,51.0,6.0,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,EU,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.49,42997.0,92.0,48.0,99.0,11.0,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,ROW,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.77,0.48,197.0,96.0,78.0,50.0,5.0,61.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,AMERICAS,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.19,1.41,76964.0,90.0,49.0,94.0,10.0,75.0,82.0,7.0,8.0,6.0,14.65,49673.0,998.0,EU,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.53,169.0,98.0,77.0,46.0,4.0,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,ROW,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.21,1.5,25244.0,95.0,48.0,96.0,11.0,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,AMERICAS,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.5,154.0,94.0,79.0,48.0,5.0,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,EU,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.2,1.46,30911.0,90.0,50.0,95.0,10.0,79.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,ROW,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.76,0.51,157.0,100.0,78.0,47.0,5.0,61.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,AMERICAS,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.13,1.46,40050.0,88.0,50.0,96.0,11.0,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,EU,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.8,0.52,242.0,99.0,81.0,52.0,5.0,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,ROW,88.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.12,1.53,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,AMERICAS,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.52,291.0,100.0,82.0,53.0,5.0,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,EU,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.06,1.48,33532.0,87.0,47.0,97.0,10.0,81.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,ROW,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.51,332.0,97.0,76.0,51.0,6.0,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,AMERICAS,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.22,1.5,42997.0,92.0,48.0,99.0,11.0,78.0,82.0,7.0,8.0,7.0,14.94,48860.0,978.0,EU,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.85,0.48,197.0,96.0,78.0,50.0,5.0,61.0,83.0,5.0,5.0,4.0,3.87,96646.0,743.0,ROW,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.45,76964.0,90.0,49.0,94.0,10.0,83.0,82.0,7.0,7.0,6.0,14.65,49673.0,998.0,AMERICAS,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.78,0.53,169.0,98.0,77.0,46.0,4.0,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,EU,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.14,1.41,25244.0,95.0,48.0,96.0,11.0,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,ROW,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.92,0.51,154.0,94.0,79.0,48.0,5.0,60.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,AMERICAS,86.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.2,1.52,30911.0,90.0,50.0,95.0,10.0,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,EU,95.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.76,0.51,157.0,100.0,78.0,47.0,5.0,61.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,ROW,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.13,1.53,40050.0,88.0,50.0,96.0,11.0,80.0,90.0,7.0,8.0,7.0,15.25,50106.0,1088.0,AMERICAS,96.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.51,242.0,99.0,81.0,52.0,5.0,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,EU,88.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.18,1.38,29304.0,85.0,48.0,93.0,11.0,81.0,83.0,9.0,7.0,6.0,15.11,51095.0,966.0,ROW,93.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.73,0.5,291.0,100.0,82.0,53.0,5.0,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,AMERICAS,85.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.52,33532.0,87.0,47.0,97.0,10.0,82.0,91.0,7.0,8.0,7.0,14.4,51174.0,959.0,EU,97.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.79,0.53,332.0,97.0,76.0,51.0,6.0,60.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,ROW,84.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.15,1.48,42997.0,92.0,48.0,99.0,11.0,78.0,82.0,7.0,7.0,6.0,14.94,48860.0,978.0,AMERICAS,86.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.77,0.47,197.0,96.0,78.0,50.0,5.0,61.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,EU,87.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
1.19,1.46,76964.0,90.0,49.0,94.0,10.0,75.0,82.0,9.0,7.0,7.0,14.65,49673.0,998.0,ROW,92.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
0.72,0.5,169.0,98.0,77.0,46.0,4.0,62.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,AMERICAS,90.0,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,High
0.99,1.4,28329.0,95.0,68.0,53.0,8.0,69.0,86.0,7.0,7.0,6.0,3.87,59942.0,901.0,EU,88.0,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,Medium
