Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
MAT_0349,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,79,48,154,5,0.85,0.5,59,90,5,3,4,3.22,96860,862,86
MAT_0350,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50,95,30911,10,1.15,1.46,79,85,9,7,6,14.68,52156,1010,95
MAT_0351,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78,47,157,5,0.92,0.5,60,90,5,4,4,2.77,100871,847,90
MAT_0352,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50,96,40050,11,1.21,1.42,79,90,8,8,7,15.25,50106,1088,96
MAT_0353,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,81,52,242,5,0.73,0.53,60,90,4,4,5,3.14,103063,782,88
MAT_0354,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,85,Medium,48,93,29304,11,1.18,1.4,81,83,7,9,6,15.11,51095,966,93
MAT_0355,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,82,53,291,5,0.73,0.52,59,93,5,4,4,2.81,97201,880,85
MAT_0356,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,87,Medium,47,97,33532,10,1.06,1.47,81,91,9,7,7,14.4,51174,959,97
MAT_0357,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,76,51,332,6,0.72,0.5,60,86,5,3,3,2.94,102220,740,84
MAT_0358,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48,99,42997,11,1.22,1.52,78,82,7,7,7,14.94,48860,978,86
MAT_0359,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,96,High,78,50,197,5,0.85,0.49,61,83,4,4,5,3.87,96646,743,87
MAT_0360,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,49,94,76964,10,1.15,1.44,83,82,8,7,7,14.65,49673,998,92
MAT_0361,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,77,46,169,4,0.78,0.52,61,87,5,3,3,2.82,96624,825,90
MAT_0362,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,95,Medium,48,96,25244,11,1.21,1.5,80,82,8,8,7,14.41,49673,995,86
MAT_0363,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,79,48,154,5,0.92,0.51,60,90,6,3,4,3.22,96860,862,86
MAT_0364,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,50,95,30911,10,1.2,1.54,79,85,9,7,6,14.68,52156,1010,95
MAT_0365,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,78,47,157,5,0.76,0.53,60,90,5,4,4,2.77,100871,847,90
MAT_0366,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,88,Medium,50,96,40050,11,1.13,1.45,79,90,7,7,6,15.25,50106,1088,96
MAT_0367,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81,52,242,5,0.8,0.51,63,90,6,3,5,3.14,103063,782,88
MAT_0368,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,48,93,29304,11,1.12,1.46,81,83,7,9,7,15.11,51095,966,93
MAT_0369,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,82,53,291,5,0.73,0.51,60,93,4,4,4,2.81,97201,880,85
MAT_0370,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,87,Medium,47,97,33532,10,1.15,1.53,82,91,9,7,6,14.4,51174,959,97
MAT_0371,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76,51,332,6,0.79,0.52,60,86,5,4,4,2.94,102220,740,84
MAT_0372,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,99,42997,11,1.15,1.49,78,82,8,8,7,14.94,48860,978,86
MAT_0373,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78,50,197,5,0.77,0.48,61,83,5,5,3,3.87,96646,743,87
MAT_0374,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,49,94,76964,10,1.19,1.41,75,82,7,8,6,14.65,49673,998,92
MAT_0375,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,77,46,169,4,0.72,0.53,60,87,6,3,5,2.82,96624,825,90
MAT_0376,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,95,Medium,48,96,25244,11,1.21,1.5,80,82,8,7,7,14.41,49673,995,86
MAT_0377,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,94,High,79,48,154,5,0.92,0.5,60,90,6,3,4,3.22,96860,862,86
MAT_0378,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50,95,30911,10,1.2,1.46,79,85,7,7,6,14.68,52156,1010,95
MAT_0379,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78,47,157,5,0.76,0.51,61,90,5,4,4,2.77,100871,847,90
MAT_0380,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,50,96,40050,11,1.13,1.46,79,90,8,8,7,15.25,50106,1088,96
MAT_0381,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,81,52,242,5,0.8,0.52,63,90,6,3,5,3.14,103063,782,88
MAT_0382,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,85,Medium,48,93,29304,11,1.12,1.53,81,83,7,9,7,15.11,51095,966,93
MAT_0383,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82,53,291,5,0.73,0.52,60,93,4,4,4,2.81,97201,880,85
MAT_0384,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,47,97,33532,10,1.06,1.48,81,91,9,7,6,14.4,51174,959,97
MAT_0385,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,76,51,332,6,0.72,0.51,60,86,5,3,3,2.94,102220,740,84
MAT_0386,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,92,Medium,48,99,42997,11,1.22,1.5,78,82,7,8,7,14.94,48860,978,86
MAT_0387,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,78,50,197,5,0.85,0.48,61,83,5,5,4,3.87,96646,743,87
MAT_0388,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,49,94,76964,10,1.15,1.45,83,82,7,7,6,14.65,49673,998,92
MAT_0389,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77,46,169,4,0.78,0.53,60,87,6,3,5,2.82,96624,825,90
MAT_0390,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48,96,25244,11,1.14,1.41,78,82,8,7,7,14.41,49673,995,86
MAT_0391,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,94,High,79,48,154,5,0.92,0.51,60,90,5,3,3,3.22,96860,862,86
MAT_0392,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50,95,30911,10,1.2,1.52,81,85,9,7,6,14.68,52156,1010,95
MAT_0393,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78,47,157,5,0.76,0.51,61,90,5,4,4,2.77,100871,847,90
MAT_0394,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50,96,40050,11,1.13,1.53,80,90,7,8,7,15.25,50106,1088,96
MAT_0395,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,81,52,242,5,0.79,0.51,60,90,5,4,4,3.14,103063,782,88
MAT_0396,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,85,Medium,48,93,29304,11,1.18,1.38,81,83,9,7,6,15.11,51095,966,93
MAT_0397,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,82,53,291,5,0.73,0.5,60,93,5,4,4,2.81,97201,880,85
MAT_0398,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,87,Medium,47,97,33532,10,1.15,1.52,82,91,7,8,7,14.4,51174,959,97
MAT_0399,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,76,51,332,6,0.79,0.53,60,86,5,3,4,2.94,102220,740,84
MAT_0400,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48,99,42997,11,1.15,1.48,78,82,7,7,6,14.94,48860,978,86
MAT_0401,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,96,High,78,50,197,5,0.77,0.47,61,83,5,4,4,3.87,96646,743,87
MAT_0402,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,49,94,76964,10,1.19,1.46,75,82,9,7,7,14.65,49673,998,92
MAT_0403,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,77,46,169,4,0.72,0.5,62,87,5,3,3,2.82,96624,825,90
MAT_0404,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,95,Medium,,,,,,,,,,,,,,,
