material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level
718.0,Metalized Gift Wrap (PET),30.0,4.0,1.0,4.0,20.0,60.0,Gift Wrap,Estimate,Medium
719.0,Compostable Gift Wrap (Cellulose),25.0,4.0,85.0,0.7,65.0,55.0,Gift Wrap,Estimate,Medium
720.0,Virgin Cardboard - Toy Box,16.0,14.0,5.0,1.1,90.0,47.0,Toys,Estimate,Medium
721.0,Recycled Cardboard - Toy Box,16.0,14.0,5.0,0.8,95.0,42.0,Toys,Estimate,Medium
722.0,Molded Fiber Toy Insert,10.0,6.0,85.0,0.5,80.0,52.0,Toys,Estimate,Medium
723.0,Plastic Toy Blister (PET),60.0,15.0,1.0,3.0,40.0,80.0,Toys,Literature,High
724.0,Recycled Plastic Toy Blister (rPET),60.0,15.0,1.0,1.8,60.0,82.0,Toys,Estimate,Medium
725.0,Paper-based Toy Blister,25.0,12.0,70.0,1.1,80.0,90.0,Toys,Estimate,Medium
726.0,Virgin Paper - Instruction Leaflet,5.0,4.0,5.0,0.9,85.0,35.0,Leaflets,Estimate,Medium
727.0,Recycled Paper - Instruction Leaflet,5.0,4.0,5.0,0.6,90.0,30.0,Leaflets,Estimate,Medium
728.0,Virgin Paperboard - Cosmetic Box,16.0,12.0,5.0,1.1,88.0,50.0,Cosmetics,Estimate,Medium
729.0,Recycled Paperboard - Cosmetic Box,16.0,12.0,5.0,0.8,92.0,45.0,Cosmetics,Estimate,Medium
730.0,Molded Fiber Cosmetic Insert,9.0,5.0,85.0,0.5,80.0,50.0,Cosmetics,Estimate,Medium
731.0,Plastic Cosmetic Jar (PET),60.0,15.0,1.0,3.0,40.0,80.0,Cosmetics,Literature,High
732.0,Recycled Plastic Cosmetic Jar (rPET),60.0,15.0,1.0,1.8,60.0,82.0,Cosmetics,Estimate,Medium
733.0,Glass Cosmetic Jar,80.0,18.0,0.0,2.4,95.0,120.0,Cosmetics,Estimate,Medium
734.0,Aluminum Cosmetic Jar,70.0,16.0,1.0,7.5,90.0,130.0,Cosmetics,Estimate,Medium
735.0,Paper-based Cosmetic Jar,20.0,12.0,80.0,1.0,85.0,90.0,Cosmetics,Estimate,Medium
736.0,Plastic Pump Dispenser (PP),55.0,10.0,1.0,2.6,30.0,60.0,Dispensers,Estimate,Medium
737.0,Recycled Plastic Pump Dispenser,55.0,10.0,1.0,1.9,50.0,58.0,Dispensers,Estimate,Medium
738.0,Metal Pump Dispenser,65.0,12.0,1.0,6.0,90.0,90.0,Dispensers,Estimate,Medium
739.0,Paper-based Pump Dispenser,25.0,8.0,75.0,1.4,80.0,80.0,Dispensers,Estimate,Medium
740.0,Bio-based Pump Dispenser,50.0,9.0,40.0,2.0,50.0,75.0,Dispensers,Estimate,Medium
741.0,Virgin Cardboard - Pharma Shipping Box,18.0,16.0,5.0,1.18,90.0,50.0,Pharma Shipping,Estimate,Medium
742.0,Recycled Cardboard - Pharma Shipping Box,18.0,16.0,5.0,0.82,95.0,46.0,Pharma Shipping,Estimate,Medium
743.0,Insulated Pharma Shipper (EPS),20.0,30.0,0.0,5.0,10.0,80.0,Pharma,Estimate,Medium
744.0,Insulated Pharma Shipper (PU),30.0,40.0,0.0,4.0,30.0,150.0,Pharma,Estimate,Medium
745.0,Insulated Pharma Shipper (Paper-based),22.0,28.0,80.0,1.5,70.0,100.0,Pharma,Estimate,Medium
746.0,Phase-change Material Pack - Reusable,5.0,5.0,0.0,4.0,0.0,200.0,Pharma,Estimate,Medium
747.0,Phase-change Material Pack - Single Use,5.0,5.0,0.0,3.0,0.0,150.0,Pharma,Estimate,Medium
748.0,Paper-based Pallet Collar,20.0,20.0,80.0,1.2,85.0,70.0,Palletization,Estimate,Medium
749.0,Recycled Paper-based Pallet Collar,20.0,20.0,82.0,1.0,90.0,65.0,Palletization,Estimate,Medium
750.0,Plastic Pallet Collar,50.0,25.0,1.0,3.5,30.0,80.0,Palletization,Estimate,Medium
751.0,Recycled Plastic Pallet Collar,50.0,25.0,1.0,2.5,50.0,75.0,Palletization,Estimate,Medium
752.0,Wood Pallet Collar,35.0,30.0,60.0,2.5,60.0,90.0,Palletization,Estimate,Medium
753.0,Bio-based Pallet Collar,40.0,22.0,30.0,2.0,50.0,95.0,Palletization,Estimate,Medium
754.0,Virgin Cardboard - Bulk Bin,20.0,25.0,5.0,1.3,88.0,55.0,Bulk Bins,Estimate,Medium
755.0,Recycled Cardboard - Bulk Bin,20.0,25.0,5.0,0.9,93.0,50.0,Bulk Bins,Estimate,Medium
756.0,Plastic Bulk Bin (HDPE),70.0,30.0,1.0,4.0,50.0,110.0,Bulk Bins,Estimate,Medium
757.0,Recycled Plastic Bulk Bin,70.0,30.0,1.0,2.8,65.0,105.0,Bulk Bins,Estimate,Medium
758.0,Metal Bulk Bin (Steel),80.0,35.0,0.0,7.0,90.0,140.0,Bulk Bins,Estimate,Medium
759.0,Bio-based Bulk Bin,50.0,25.0,30.0,2.5,55.0,120.0,Bulk Bins,Estimate,Medium
760.0,Virgin Cardboard - Archive Box,14.0,10.0,5.0,1.05,90.0,40.0,Archive,Literature,High
761.0,Recycled Cardboard - Archive Box,14.0,10.0,5.0,0.78,95.0,36.0,Archive,Estimate,Medium
762.0,Paper-based Archive Box,12.0,8.0,80.0,0.9,90.0,35.0,Archive,Estimate,Medium
763.0,Plastic Archive Box,45.0,18.0,1.0,3.0,30.0,60.0,Archive,Estimate,Medium
764.0,Recycled Plastic Archive Box,45.0,18.0,1.0,2.0,50.0,58.0,Archive,Estimate,Medium
765.0,Virgin Paper - Envelope,6.0,4.0,5.0,0.9,85.0,30.0,Envelopes,Literature,High
766.0,Recycled Paper - Envelope,6.0,4.0,5.0,0.6,90.0,26.0,Envelopes,Estimate,Medium
767.0,Plastic Envelope (PE),25.0,8.0,1.0,2.5,30.0,40.0,Envelopes,Estimate,Medium
768.0,Recycled Plastic Envelope (PE),25.0,8.0,1.0,1.8,50.0,38.0,Envelopes,Estimate,Medium
769.0,Compostable Envelope,18.0,6.0,85.0,0.7,60.0,55.0,Envelopes,Estimate,Medium
770.0,Paperboard Mailing Carton,16.0,10.0,80.0,1.0,85.0,45.0,Envelopes,Estimate,Medium
771.0,Virgin Cardboard - Shoe Box,16.0,14.0,5.0,1.1,90.0,46.0,Shoes,Estimate,Medium
772.0,Recycled Cardboard - Shoe Box,16.0,14.0,5.0,0.8,95.0,42.0,Shoes,Estimate,Medium
773.0,Paper-based Shoe Insert,10.0,6.0,80.0,0.8,90.0,35.0,Shoes,Estimate,Medium
774.0,Plastic Shoe Box,40.0,16.0,1.0,3.0,30.0,60.0,Shoes,Estimate,Medium
775.0,Bio-based Shoe Box,20.0,14.0,40.0,1.5,60.0,80.0,Shoes,Estimate,Medium
776.0,Virgin Cardboard - Apparel Box,16.0,12.0,5.0,1.1,90.0,45.0,Apparel,Estimate,Medium
777.0,Recycled Cardboard - Apparel Box,16.0,12.0,5.0,0.8,95.0,41.0,Apparel,Estimate,Medium
778.0,Paper Mailer - Apparel,14.0,8.0,80.0,0.9,90.0,40.0,Apparel,Estimate,Medium
779.0,Plastic Mailer - Apparel,30.0,10.0,1.0,2.5,30.0,50.0,Apparel,Estimate,Medium
780.0,Recycled Plastic Mailer - Apparel,30.0,10.0,1.0,1.8,50.0,48.0,Apparel,Estimate,Medium
781.0,Bio-based Mailer - Apparel,25.0,9.0,40.0,1.7,50.0,70.0,Apparel,Estimate,Medium
782.0,Compostable Mailer - Apparel,20.0,8.0,85.0,0.7,60.0,90.0,Apparel,Estimate,Medium
783.0,Virgin Paper - Carton Board for E-commerce,16.0,14.0,5.0,1.1,88.0,48.0,E-commerce,Estimate,Medium
784.0,Recycled Paper - Carton Board for E-commerce,16.0,14.0,5.0,0.8,92.0,44.0,E-commerce,Estimate,Medium
785.0,Paper-based Protective Sleeve,12.0,8.0,80.0,0.8,90.0,40.0,E-commerce,Estimate,Medium
786.0,Recycled Paper-based Protective Sleeve,12.0,8.0,82.0,0.6,92.0,38.0,E-commerce,Estimate,Medium
787.0,Plastic Bubble Mailer (PE),30.0,10.0,1.0,2.5,30.0,50.0,E-commerce,Literature,High
788.0,Recycled Plastic Bubble Mailer,30.0,10.0,1.0,1.8,50.0,48.0,E-commerce,Estimate,Medium
789.0,Paper-based Bubble Mailer,15.0,8.0,80.0,0.9,85.0,45.0,E-commerce,Estimate,Medium
790.0,Compostable Bubble Mailer,20.0,8.0,85.0,0.7,60.0,80.0,E-commerce,Estimate,Medium
791.0,Virgin Cardboard - Book Mailer,15.0,10.0,5.0,1.1,90.0,42.0,Books,Estimate,Medium
792.0,Recycled Cardboard - Book Mailer,15.0,10.0,5.0,0.8,95.0,38.0,Books,Estimate,Medium
793.0,Paper Mailer - Book,14.0,8.0,80.0,0.9,90.0,40.0,Books,Estimate,Medium
794.0,Plastic Mailer - Book,30.0,10.0,1.0,2.5,30.0,50.0,Books,Estimate,Medium
795.0,Compostable Mailer - Book,20.0,8.0,85.0,0.7,60.0,80.0,Books,Estimate,Medium
796.0,Virgin Cardboard - Wine Box,18.0,16.0,5.0,1.2,88.0,50.0,Wine,Estimate,Medium
797.0,Recycled Cardboard - Wine Box,18.0,16.0,5.0,0.9,93.0,46.0,Wine,Estimate,Medium
798.0,Molded Pulp Wine Pack,12.0,9.0,85.0,0.5,80.0,55.0,Wine,Estimate,Medium
799.0,Plastic Wine Insert (PET),65.0,18.0,1.0,3.0,40.0,85.0,Wine,Estimate,Medium
800.0,Recycled Plastic Wine Insert (rPET),65.0,18.0,1.0,1.8,60.0,82.0,Wine,Estimate,Medium
801.0,Virgin Cardboard - Fruit Box,18.0,16.0,5.0,1.2,90.0,48.0,Fruit,Estimate,Medium
802.0,Recycled Cardboard - Fruit Box,18.0,16.0,5.0,0.82,95.0,44.0,Fruit,Estimate,Medium
803.0,Plastic Fruit Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Fruit,Literature,High
804.0,Recycled Plastic Fruit Crate,70.0,25.0,1.0,2.2,65.0,85.0,Fruit,Estimate,Medium
805.0,Molded Pulp Fruit Tray,12.0,9.0,85.0,0.5,80.0,55.0,Fruit,Estimate,Medium
806.0,Paper-based Fruit Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Fruit,Estimate,Medium
807.0,Bio-based Fruit Bag,25.0,8.0,40.0,1.5,50.0,70.0,Fruit,Estimate,Medium
808.0,Compostable Fruit Bag,20.0,7.0,85.0,0.7,60.0,80.0,Fruit,Estimate,Medium
809.0,Virgin Cardboard - Vegetable Box,18.0,16.0,5.0,1.2,90.0,48.0,Vegetables,Estimate,Medium
810.0,Recycled Cardboard - Vegetable Box,18.0,16.0,5.0,0.82,95.0,44.0,Vegetables,Estimate,Medium
811.0,Plastic Vegetable Crate (HDPE),70.0,25.0,1.0,3.0,50.0,90.0,Vegetables,Estimate,Medium
812.0,Recycled Plastic Vegetable Crate,70.0,25.0,1.0,2.2,65.0,85.0,Vegetables,Estimate,Medium
813.0,Molded Pulp Vegetable Tray,12.0,9.0,85.0,0.5,80.0,55.0,Vegetables,Estimate,Medium
814.0,Paper-based Vegetable Wrap,7.0,4.0,80.0,0.7,90.0,35.0,Vegetables,Estimate,Medium
815.0,Bio-based Vegetable Bag,25.0,8.0,40.0,1.5,50.0,70.0,Vegetables,Estimate,Medium
816.0,Compostable Vegetable Bag,20.0,7.0,85.0,0.7,60.0,80.0,Vegetables,Estimate,Medium
817.0,Virgin Cardboard - Meat Box,18.0,16.0,5.0,1.2,88.0,50.0,Meat,Estimate,Medium
818.0,Recycled Cardboard - Meat Box,18.0,16.0,5.0,0.9,93.0,46.0,Meat,Estimate,Medium
819.0,Plastic Meat Tray (PET/PE),65.0,18.0,1.0,3.0,30.0,80.0,Meat,Literature,High
820.0,Recycled Plastic Meat Tray,65.0,18.0,1.0,2.0,50.0,78.0,Meat,Estimate,Medium
821.0,Paper-based Meat Tray,17.0,12.0,80.0,1.1,85.0,60.0,Meat,Estimate,Medium
822.0,Compostable Meat Tray (Bagasse),15.0,11.0,88.0,0.45,78.0,60.0,Meat,Estimate,Medium
823.0,Plastic Meat Vacuum Pouch (PA/PE),70.0,20.0,1.0,4.0,20.0,85.0,Meat,Literature,High
824.0,Recyclable Mono-PE Meat Pouch,50.0,16.0,1.0,2.5,50.0,80.0,Meat,Estimate,Medium
825.0,Compostable Meat Pouch,40.0,14.0,85.0,0.8,60.0,100.0,Meat,Estimate,Medium
826.0,Virgin Cardboard - Dairy Carton,16.0,12.0,5.0,1.1,88.0,48.0,Dairy,Literature,High
827.0,Recycled Cardboard - Dairy Carton,16.0,12.0,5.0,0.8,92.0,44.0,Dairy,Estimate,Medium
828.0,Liquid Carton (Paper/PE),25.0,15.0,5.0,3.0,60.0,100.0,Dairy,Literature,High
829.0,Liquid Carton (Paper/BioPE),25.0,15.0,20.0,2.0,70.0,120.0,Dairy,Estimate,Medium
830.0,Liquid Carton (Paper/PE/Alu),30.0,18.0,5.0,6.0,30.0,150.0,Dairy,Literature,High
831.0,Recycled Liquid Carton Board,26.0,16.0,5.0,2.5,75.0,110.0,Dairy,Estimate,Medium
832.0,PLA Dairy Cup,50.0,10.0,80.0,0.6,70.0,120.0,Dairy,Estimate,Medium
833.0,PET Dairy Cup,55.0,11.0,1.0,3.0,40.0,80.0,Dairy,Literature,High
834.0,PP Dairy Cup,50.0,10.0,1.0,2.6,40.0,75.0,Dairy,Literature,High
835.0,Recycled PP Dairy Cup,50.0,10.0,1.0,1.9,55.0,72.0,Dairy,Estimate,Medium
836.0,Paper-based Dairy Tub,20.0,12.0,80.0,1.1,85.0,90.0,Dairy,Estimate,Medium
837.0,Virgin Cardboard - Egg Carton,15.0,10.0,5.0,1.1,90.0,40.0,Eggs,Literature,High
838.0,Recycled Cardboard - Egg Carton,15.0,10.0,5.0,0.8,95.0,36.0,Eggs,Estimate,Medium
839.0,Molded Pulp Egg Carton,12.0,9.0,85.0,0.5,80.0,45.0,Eggs,Literature,High
840.0,Plastic Egg Carton (PET),65.0,15.0,1.0,3.0,40.0,70.0,Eggs,Literature,High
841.0,Recycled Plastic Egg Carton (rPET),65.0,15.0,1.0,1.8,60.0,68.0,Eggs,Estimate,Medium
842.0,Paper-based Egg Tray,12.0,9.0,85.0,0.5,85.0,42.0,Eggs,Estimate,Medium
843.0,Virgin Cardboard - Cereal Box,16.0,12.0,5.0,1.1,90.0,45.0,Cereals,Literature,High
844.0,Recycled Cardboard - Cereal Box,16.0,12.0,5.0,0.8,95.0,41.0,Cereals,Literature,High
845.0,Plastic Cereal Liner (PE),25.0,8.0,1.0,2.5,30.0,40.0,Cereals,Literature,High
846.0,Recycled Plastic Cereal Liner,25.0,8.0,1.0,1.8,50.0,38.0,Cereals,Estimate,Medium
847.0,Paper-based Cereal Liner,12.0,6.0,80.0,0.9,90.0,35.0,Cereals,Estimate,Medium
848.0,Compostable Cereal Liner,20.0,7.0,85.0,0.7,60.0,60.0,Cereals,Estimate,Medium
849.0,Virgin Cardboard - Snack Box,16.0,12.0,5.0,1.1,90.0,45.0,Snacks,Estimate,Medium
850.0,Recycled Cardboard - Snack Box,16.0,12.0,5.0,0.8,95.0,41.0,Snacks,Estimate,Medium
851.0,Plastic Snack Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Snacks,Literature,High
852.0,Recyclable Mono-PE Snack Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Snacks,Estimate,Medium
853.0,Paper-based Snack Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Snacks,Estimate,Medium
854.0,Compostable Snack Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Snacks,Estimate,Medium
855.0,Metalized Snack Pouch (PET/Alu/PE),60.0,15.0,1.0,6.0,20.0,90.0,Snacks,Literature,High
856.0,Paper-based Snack Pouch with Barrier,20.0,10.0,65.0,1.2,75.0,95.0,Snacks,Estimate,Medium
857.0,Virgin Cardboard - Chocolate Box,16.0,12.0,5.0,1.1,90.0,50.0,Confectionery,Estimate,Medium
858.0,Recycled Cardboard - Chocolate Box,16.0,12.0,5.0,0.8,95.0,45.0,Confectionery,Estimate,Medium
859.0,Plastic Chocolate Tray (PET),65.0,15.0,1.0,3.0,40.0,80.0,Confectionery,Literature,High
860.0,Recycled Plastic Chocolate Tray (rPET),65.0,15.0,1.0,1.8,60.0,78.0,Confectionery,Estimate,Medium
861.0,Paper-based Chocolate Tray,14.0,10.0,80.0,1.0,85.0,60.0,Confectionery,Estimate,Medium
862.0,Compostable Chocolate Tray (Bagasse),15.0,11.0,88.0,0.45,78.0,60.0,Confectionery,Estimate,Medium
863.0,Virgin Cardboard - Coffee Box,16.0,12.0,5.0,1.1,90.0,45.0,Coffee,Literature,High
864.0,Recycled Cardboard - Coffee Box,16.0,12.0,5.0,0.8,95.0,41.0,Coffee,Literature,High
865.0,Plastic Coffee Pouch (PET/Alu/PE),60.0,15.0,1.0,6.0,20.0,90.0,Coffee,Literature,High
866.0,Recyclable Coffee Pouch (Mono-PE),45.0,11.0,1.0,2.5,50.0,75.0,Coffee,Estimate,Medium
867.0,Paper-based Coffee Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Coffee,Estimate,Medium
868.0,Compostable Coffee Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Coffee,Estimate,Medium
869.0,Virgin Cardboard - Tea Box,16.0,12.0,5.0,1.1,90.0,45.0,Tea,Literature,High
870.0,Recycled Cardboard - Tea Box,16.0,12.0,5.0,0.8,95.0,41.0,Tea,Literature,High
871.0,Plastic Tea Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Tea,Literature,High
872.0,Recyclable Mono-PE Tea Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Tea,Estimate,Medium
873.0,Paper-based Tea Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Tea,Estimate,Medium
874.0,Compostable Tea Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Tea,Estimate,Medium
875.0,Tea Bag Paper,5.0,3.0,90.0,0.7,80.0,40.0,Tea,Literature,High
876.0,Bio-based Tea Bag (PLA Mesh),35.0,8.0,80.0,0.6,60.0,90.0,Tea,Literature,High
877.0,Compostable Tea Bag Mesh,30.0,7.0,85.0,0.6,65.0,85.0,Tea,Estimate,Medium
878.0,Recycled Tea Bag Paper,5.0,3.0,90.0,0.55,85.0,35.0,Tea,Estimate,Medium
879.0,Virgin Cardboard - Pet Food Box,16.0,12.0,5.0,1.1,90.0,45.0,Pet Food,Estimate,Medium
880.0,Recycled Cardboard - Pet Food Box,16.0,12.0,5.0,0.8,95.0,41.0,Pet Food,Estimate,Medium
881.0,Plastic Pet Food Pouch (PET/PE),50.0,12.0,1.0,3.0,30.0,70.0,Pet Food,Literature,High
882.0,Recyclable Mono-PE Pet Food Pouch,45.0,11.0,1.0,2.5,50.0,75.0,Pet Food,Estimate,Medium
883.0,Paper-based Pet Food Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Pet Food,Estimate,Medium
884.0,Compostable Pet Food Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Pet Food,Estimate,Medium
885.0,Metal Pet Food Can (Steel),80.0,22.0,0.0,6.0,90.0,100.0,Pet Food,Literature,High
886.0,Recycled Metal Pet Food Can,80.0,22.0,0.0,4.0,95.0,95.0,Pet Food,Estimate,Medium
887.0,Virgin Cardboard - Home Care Box,16.0,12.0,5.0,1.1,90.0,45.0,Home Care,Estimate,Medium
888.0,Recycled Cardboard - Home Care Box,16.0,12.0,5.0,0.8,95.0,41.0,Home Care,Estimate,Medium
889.0,Plastic Home Care Bottle (HDPE),65.0,18.0,1.0,3.1,50.0,80.0,Home Care,Literature,High
890.0,Recycled Plastic Home Care Bottle,65.0,18.0,1.0,2.0,70.0,78.0,Home Care,Estimate,Medium
891.0,Plastic Home Care Pouch (PE),30.0,10.0,1.0,2.5,30.0,50.0,Home Care,Estimate,Medium
892.0,Recyclable Mono-PE Home Care Pouch,30.0,10.0,1.0,2.3,50.0,55.0,Home Care,Estimate,Medium
893.0,Compostable Home Care Pouch,25.0,9.0,85.0,0.7,60.0,80.0,Home Care,Estimate,Medium
894.0,Paper-based Home Care Box with PLA liner,18.0,12.0,60.0,1.1,75.0,90.0,Home Care,Estimate,Medium
895.0,Virgin Cardboard - Personal Care Box,16.0,12.0,5.0,1.1,90.0,45.0,Personal Care,Estimate,Medium
896.0,Recycled Cardboard - Personal Care Box,16.0,12.0,5.0,0.8,95.0,41.0,Personal Care,Estimate,Medium
897.0,Plastic Personal Care Bottle (PET),60.0,15.0,1.0,3.0,40.0,80.0,Personal Care,Literature,High
898.0,Recycled Plastic Personal Care Bottle (rPET),60.0,15.0,1.0,1.8,60.0,78.0,Personal Care,Estimate,Medium
899.0,Paper-based Personal Care Pouch,18.0,10.0,70.0,1.1,85.0,80.0,Personal Care,Estimate,Medium
900.0,Compostable Personal Care Pouch,35.0,9.0,85.0,0.7,60.0,90.0,Personal Care,Estimate,Medium
901.0,Virgin Cardboard - Electronics Outer Box,18.0,18.0,5.0,1.2,90.0,50.0,Electronics,Literature,High
902.0,Recycled Cardboard - Electronics Outer Box,18.0,18.0,5.0,0.82,95.0,46.0,Electronics,Literature,High
903.0,Molded Fiber Electronics Outer Tray,12.0,8.0,85.0,0.5,80.0,56.0,Electronics,Estimate,Medium
904.0,Plastic Electronics Outer Shell (ABS),70.0,20.0,1.0,4.0,20.0,90.0,Electronics,Literature,High
905.0,Recycled Plastic Electronics Outer Shell,70.0,20.0,1.0,3.0,40.0,85.0,Electronics,Estimate,Medium
906.0,Paper-based Electronics Outer Box with ESD,16.0,14.0,80.0,1.1,75.0,60.0,Electronics,Estimate,Medium
907.0,Virgin Cardboard - Pharma Inner Box,15.0,11.0,5.0,1.1,90.0,44.0,Pharma,Estimate,Medium
908.0,Recycled Cardboard - Pharma Inner Box,15.0,11.0,5.0,0.8,95.0,40.0,Pharma,Estimate,Medium
909.0,Molded Fiber Pharma Insert,9.0,5.0,85.0,0.5,80.0,50.0,Pharma,Estimate,Medium
910.0,Plastic Blister - Pharma (PVC),60.0,15.0,1.0,8.0,10.0,120.0,Pharma,Literature,High
911.0,Recyclable Blister - Pharma (PET),65.0,16.0,1.0,3.0,40.0,150.0,Pharma,Estimate,Medium
912.0,Paper-based Blister - Pharma,28.0,12.0,70.0,1.2,70.0,140.0,Pharma,Estimate,Medium
913.0,Glass Vial,70.0,10.0,0.0,2.4,95.0,130.0,Pharma,Literature,High
914.0,Plastic Vial (PET),60.0,12.0,1.0,3.0,40.0,80.0,Pharma,Estimate,Medium
915.0,Recycled Plastic Vial (rPET),60.0,12.0,1.0,1.8,60.0,78.0,Pharma,Estimate,Medium
916.0,Virgin Cardboard - Medical Device Box,18.0,16.0,5.0,1.2,90.0,48.0,Medical,Estimate,Medium
917.0,Recycled Cardboard - Medical Device Box,18.0,16.0,5.0,0.82,95.0,44.0,Medical,Estimate,Medium
918.0,Molded Fiber Medical Device Insert,11.0,7.0,85.0,0.5,80.0,54.0,Medical,Estimate,Medium
919.0,Plastic Medical Device Blister (PET),65.0,16.0,1.0,3.0,40.0,80.0,Medical,Estimate,Medium
920.0,Recycled Plastic Medical Device Blister (rPET),65.0,16.0,1.0,1.8,60.0,78.0,Medical,Estimate,Medium
921.0,Paper-based Medical Device Pouch,20.0,10.0,80.0,1.1,85.0,90.0,Medical,Estimate,Medium
922.0,Plastic Medical Device Pouch (PE),30.0,10.0,1.0,2.5,30.0,50.0,Medical,Estimate,Medium
923.0,Recyclable Mono-PE Medical Device Pouch,30.0,10.0,1.0,2.3,50.0,55.0,Medical,Estimate,Medium
924.0,Compostable Medical Device Pouch,25.0,9.0,85.0,0.7,60.0,80.0,Medical,Estimate,Medium
925.0,Virgin Cardboard - Industrial Box,20.0,20.0,5.0,1.3,88.0,50.0,Industrial,Estimate,Medium
926.0,Recycled Cardboard - Industrial Box,20.0,20.0,5.0,0.9,93.0,46.0,Industrial,Estimate,Medium
927.0,Plastic Industrial Container (HDPE),70.0,30.0,1.0,4.0,50.0,100.0,Industrial,Estimate,Medium
928.0,Recycled Plastic Industrial Container,70.0,30.0,1.0,2.8,65.0,95.0,Industrial,Estimate,Medium
929.0,Metal Industrial Container (Steel),80.0,35.0,0.0,7.0,90.0,140.0,Industrial,Estimate,Medium
930.0,Bio-based Industrial Container,50.0,25.0,30.0,2.5,55.0,120.0,Industrial,Estimate,Medium
931.0,Virgin Cardboard - Chemical Box,18.0,16.0,5.0,1.2,88.0,48.0,Chemicals,Estimate,Medium
932.0,Recycled Cardboard - Chemical Box,18.0,16.0,5.0,0.82,93.0,44.0,Chemicals,Estimate,Medium
933.0,Plastic Chemical Drum (HDPE),70.0,35.0,1.0,4.0,50.0,100.0,Chemicals,Estimate,Medium
934.0,Recycled Plastic Chemical Drum,70.0,35.0,1.0,2.8,65.0,95.0,Chemicals,Estimate,Medium
935.0,Metal Chemical Drum (Steel),85.0,40.0,0.0,8.0,90.0,140.0,Chemicals,Literature,High
936.0,Composite Chemical Drum (Steel/PE),80.0,38.0,1.0,7.0,70.0,150.0,Chemicals,Estimate,Medium
937.0,Virgin Cardboard - Cosmetic Shipping Box,16.0,12.0,5.0,1.1,90.0,45.0,Cosmetic Shipping,Estimate,Medium
938.0,Recycled Cardboard - Cosmetic Shipping Box,16.0,12.0,5.0,0.8,95.0,41.0,Cosmetic Shipping,Estimate,Medium
939.0,Paper-based Cosmetic Shipping Filler,10.0,6.0,80.0,0.8,90.0,35.0,Cosmetic Shipping,Estimate,Medium
940.0,Plastic Cosmetic Shipping Filler (PE),30.0,10.0,1.0,2.5,30.0,50.0,Cosmetic Shipping,Estimate,Medium
941.0,Recycled Plastic Cosmetic Shipping Filler,30.0,10.0,1.0,1.8,50.0,48.0,Cosmetic Shipping,Estimate,Medium
942.0,Compostable Cosmetic Shipping Filler,20.0,8.0,85.0,0.7,60.0,80.0,Cosmetic Shipping,Estimate,Medium
943.0,Virgin Cardboard - Subscription Box,16.0,12.0,5.0,1.1,90.0,45.0,Subscription,Estimate,Medium
944.0,Recycled Cardboard - Subscription Box,16.0,12.0,5.0,0.8,95.0,41.0,Subscription,Estimate,Medium
945.0,Paper-based Subscription Filler,10.0,6.0,80.0,0.8,90.0,35.0,Subscription,Estimate,Medium
946.0,Plastic Subscription Filler (PE),30.0,10.0,1.0,2.5,30.0,50.0,Subscription,Estimate,Medium
947.0,Recycled Plastic Subscription Filler,30.0,10.0,1.0,1.8,50.0,48.0,Subscription,Estimate,Medium
948.0,Compostable Subscription Filler,20.0,8.0,85.0,0.7,60.0,80.0,Subscription,Estimate,Medium
949.0,Virgin Cardboard - Gift Box,16.0,12.0,5.0,1.1,90.0,50.0,Gifts,Estimate,Medium
950.0,Recycled Cardboard - Gift Box,16.0,12.0,5.0,0.8,95.0,45.0,Gifts,Estimate,Medium
951.0,Paper-based Gift Filler,10.0,6.0,80.0,0.8,90.0,40.0,Gifts,Estimate,Medium
952.0,Plastic Gift Filler (PE),30.0,10.0,1.0,2.5,30.0,55.0,Gifts,Estimate,Medium
953.0,Recycled Plastic Gift Filler,30.0,10.0,1.0,1.8,50.0,50.0,Gifts,Estimate,Medium
954.0,Compostable Gift Filler,20.0,8.0,85.0,0.7,60.0,85.0,Gifts,Estimate,Medium
955.0,Virgin Cardboard - Electronics Accessory Box,15.0,11.0,5.0,1.1,90.0,44.0,Electronics Accessory,Estimate,Medium
956.0,Recycled Cardboard - Electronics Accessory Box,15.0,11.0,5.0,0.8,95.0,40.0,Electronics Accessory,Estimate,Medium
957.0,Molded Fiber Electronics Accessory Insert,9.0,5.0,85.0,0.5,80.0,50.0,Electronics Accessory,Estimate,Medium
