material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level
908,Recycled Cardboard - Pharma Inner Box,15,11,5,0.8,95,40,Pharma,Estimate,Medium
909,Molded Fiber Pharma Insert,9,5,85,0.5,80,50,Pharma,Estimate,Medium
910,Plastic Blister - Pharma (PVC),60,15,1,8.0,10,120,Pharma,Literature,High
911,Recyclable Blister - Pharma (PET),65,16,1,3.0,40,150,Pharma,Estimate,Medium
912,Paper-based Blister - Pharma,28,12,70,1.2,70,140,Pharma,Estimate,Medium
913,Glass Vial,70,10,0,2.4,95,130,Pharma,Literature,High
914,Plastic Vial (PET),60,12,1,3.0,40,80,Pharma,Estimate,Medium
915,Recycled Plastic Vial (rPET),60,12,1,1.8,60,78,Pharma,Estimate,Medium
916,Virgin Cardboard - Medical Device Box,18,16,5,1.2,90,48,Medical,Estimate,Medium
917,Recycled Cardboard - Medical Device Box,18,16,5,0.82,95,44,Medical,Estimate,Medium
918,Molded Fiber Medical Device Insert,11,7,85,0.5,80,54,Medical,Estimate,Medium
919,Plastic Medical Device Blister (PET),65,16,1,3.0,40,80,Medical,Estimate,Medium
920,Recycled Plastic Medical Device Blister (rPET),65,16,1,1.8,60,78,Medical,Estimate,Medium
921,Paper-based Medical Device Pouch,20,10,80,1.1,85,90,Medical,Estimate,Medium
922,Plastic Medical Device Pouch (PE),30,10,1,2.5,30,50,Medical,Estimate,Medium
923,Recyclable Mono-PE Medical Device Pouch,30,10,1,2.3,50,55,Medical,Estimate,Medium
924,Compostable Medical Device Pouch,25,9,85,0.7,60,80,Medical,Estimate,Medium
925,Virgin Cardboard - Industrial Box,20,20,5,1.3,88,50,Industrial,Estimate,Medium
926,Recycled Cardboard - Industrial Box,20,20,5,0.9,93,46,Industrial,Estimate,Medium
927,Plastic Industrial Container (HDPE),70,30,1,4.0,50,100,Industrial,Estimate,Medium
928,Recycled Plastic Industrial Container,70,30,1,2.8,65,95,Industrial,Estimate,Medium
929,Metal Industrial Container (Steel),80,35,0,7.0,90,140,Industrial,Estimate,Medium
930,Bio-based Industrial Container,50,25,30,2.5,55,120,Industrial,Estimate,Medium
931,Virgin Cardboard - Chemical Box,18,16,5,1.2,88,48,Chemicals,Estimate,Medium
932,Recycled Cardboard - Chemical Box,18,16,5,0.82,93,44,Chemicals,Estimate,Medium
933,Plastic Chemical Drum (HDPE),70,35,1,4.0,50,100,Chemicals,Estimate,Medium
934,Recycled Plastic Chemical Drum,70,35,1,2.8,65,95,Chemicals,Estimate,Medium
935,Metal Chemical Drum (Steel),85,40,0,8.0,90,140,Chemicals,Literature,High
936,Composite Chemical Drum (Steel/PE),80,38,1,7.0,70,150,Chemicals,Estimate,Medium
937,Virgin Cardboard - Cosmetic Shipping Box,16,12,5,1.1,90,45,Cosmetic Shipping,Estimate,Medium
938,Recycled Cardboard - Cosmetic Shipping Box,16,12,5,0.8,95,41,Cosmetic Shipping,Estimate,Medium
939,Paper-based Cosmetic Shipping Filler,10,6,80,0.8,90,35,Cosmetic Shipping,Estimate,Medium
940,Plastic Cosmetic Shipping Filler (PE),30,10,1,2.5,30,50,Cosmetic Shipping,Estimate,Medium
941,Recycled Plastic Cosmetic Shipping Filler,30,10,1,1.8,50,48,Cosmetic Shipping,Estimate,Medium
942,Compostable Cosmetic Shipping Filler,20,8,85,0.7,60,80,Cosmetic Shipping,Estimate,Medium
943,Virgin Cardboard - Subscription Box,16,12,5,1.1,90,45,Subscription,Estimate,Medium
944,Recycled Cardboard - Subscription Box,16,12,5,0.8,95,41,Subscription,Estimate,Medium
945,Paper-based Subscription Filler,10,6,80,0.8,90,35,Subscription,Estimate,Medium
946,Plastic Subscription Filler (PE),30,10,1,2.5,30,50,Subscription,Estimate,Medium
947,Recycled Plastic Subscription Filler,30,10,1,1.8,50,48,Subscription,Estimate,Medium
948,Compostable Subscription Filler,20,8,85,0.7,60,80,Subscription,Estimate,Medium
949,Virgin Cardboard - Gift Box,16,12,5,1.1,90,50,Gifts,Estimate,Medium
950,Recycled Cardboard - Gift Box,16,12,5,0.8,95,45,Gifts,Estimate,Medium
951,Paper-based Gift Filler,10,6,80,0.8,90,40,Gifts,Estimate,Medium
952,Plastic Gift Filler (PE),30,10,1,2.5,30,55,Gifts,Estimate,Medium
953,Recycled Plastic Gift Filler,30,10,1,1.8,50,50,Gifts,Estimate,Medium
954,Compostable Gift Filler,20,8,85,0.7,60,85,Gifts,Estimate,Medium
955,Virgin Cardboard - Electronics Accessory Box,15,11,5,1.1,90,44,Electronics Accessory,Estimate,Medium
956,Recycled Cardboard - Electronics Accessory Box,15,11,5,0.8,95,40,Electronics Accessory,Estimate,Medium
957,Molded Fiber Electronics Accessory Insert,9,5,85,0.5,80,50,Electronics Accessory,Estimate,Medium
958,Plastic Electronics Accessory Blister (PET),60,15,1,3.0,40,80,Electronics Accessory,Estimate,Medium
959,Recycled Plastic Electronics Accessory Blister (rPET),60,15,1,1.8,60,78,Electronics Accessory,Estimate,Medium
960,Paper-based Electronics Accessory Pouch,18,10,80,1.0,85,70,Electronics Accessory,Estimate,Medium
961,Virgin Cardboard - Beverage Shipping Box,18,18,5,1.2,88,48,Beverage Shipping,Estimate,Medium
962,Recycled Cardboard - Beverage Shipping Box,18,18,5,0.82,93,44,Beverage Shipping,Estimate,Medium
963,Molded Pulp Beverage Divider,12,9,85,0.5,80,55,Beverage Shipping,Estimate,Medium
964,Plastic Beverage Divider (PET),65,18,1,3.0,40,80,Beverage Shipping,Estimate,Medium
965,Recycled Plastic Beverage Divider (rPET),65,18,1,1.8,60,78,Beverage Shipping,Estimate,Medium
966,Paper-based Beverage Divider,16,12,80,1.0,85,60,Beverage Shipping,Estimate,Medium
967,Virgin Cardboard - Pallet Box,22,24,5,1.3,88,55,Palletization,Estimate,Medium
968,Recycled Cardboard - Pallet Box,22,24,5,0.9,93,50,Palletization,Estimate,Medium
969,Plastic Pallet Box (HDPE),70,30,1,4.0,50,120,Palletization,Estimate,Medium
970,Recycled Plastic Pallet Box,70,30,1,2.8,65,115,Palletization,Estimate,Medium
971,Metal Pallet Box (Steel),80,35,0,7.0,90,150,Palletization,Estimate,Medium
972,Bio-based Pallet Box,50,25,30,2.5,55,130,Palletization,Estimate,Medium
973,Virgin Cardboard - Bulk Liquid Box,20,20,5,1.3,88,55,Bulk Liquids,Estimate,Medium
974,Recycled Cardboard - Bulk Liquid Box,20,20,5,0.9,93,50,Bulk Liquids,Estimate,Medium
975,Plastic Bag-in-Box Liner (PE),35,15,1,2.5,30,60,Bulk Liquids,Estimate,Medium
976,Recyclable Mono-PE Bag-in-Box Liner,35,15,1,2.3,50,65,Bulk Liquids,Estimate,Medium
977,Compostable Bag-in-Box Liner,30,14,85,0.8,60,85,Bulk Liquids,Estimate,Medium
978,Plastic IBC Inner Bottle (HDPE),70,35,1,4.0,50,100,Bulk Liquids,Estimate,Medium
979,Recycled Plastic IBC Inner Bottle,70,35,1,2.8,65,95,Bulk Liquids,Estimate,Medium
980,Metal IBC Cage (Steel),80,40,0,7.0,90,140,Bulk Liquids,Estimate,Medium
981,Virgin Cardboard - Shipping Sleeve,18,16,5,1.2,90,48,Shipping,Estimate,Medium
982,Recycled Cardboard - Shipping Sleeve,18,16,5,0.82,95,44,Shipping,Estimate,Medium
983,Paper-based Shipping Sleeve,15,12,80,1.0,90,42,Shipping,Estimate,Medium
984,Plastic Shipping Sleeve (PE),35,12,1,2.5,30,50,Shipping,Estimate,Medium
985,Recycled Plastic Shipping Sleeve,35,12,1,1.8,50,48,Shipping,Estimate,Medium
986,Compostable Shipping Sleeve,25,10,85,0.7,60,80,Shipping,Estimate,Medium
987,Virgin Cardboard - Retail Shelf Tray,16,14,5,1.1,90,46,Retail,Estimate,Medium
988,Recycled Cardboard - Retail Shelf Tray,16,14,5,0.8,95,42,Retail,Estimate,Medium
989,Paper-based Retail Shelf Tray,14,12,80,0.9,90,40,Retail,Estimate,Medium
990,Plastic Retail Shelf Tray (PET),60,15,1,3.0,40,80,Retail,Estimate,Medium
991,Recycled Plastic Retail Shelf Tray (rPET),60,15,1,1.8,60,78,Retail,Estimate,Medium
992,Compostable Retail Shelf Tray,30,10,85,0.7,60,90,Retail,Estimate,Medium
993,Virgin Cardboard - POS Display,18,14,5,1.2,88,50,POS,Estimate,Medium
994,Recycled Cardboard - POS Display,18,14,5,0.9,93,46,POS,Estimate,Medium
995,Paper-based POS Display,16,12,80,1.0,90,45,POS,Estimate,Medium
996,Plastic POS Display (PET),65,18,1,3.0,40,90,POS,Estimate,Medium
997,Recycled Plastic POS Display (rPET),65,18,1,1.8,60,88,POS,Estimate,Medium
998,Compostable POS Display,30,10,85,0.7,60,95,POS,Estimate,Medium
999,Virgin Cardboard - Secondary Pack,16,12,5,1.1,90,45,Secondary,Estimate,Medium
1000,Recycled Cardboard - Secondary Pack,16,12,5,0.8,95,41,Secondary,Estimate,Medium

